      Arsenopyrite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050071
      Morimoto N, Clark L A
      American Mineralogist 46 (1961) 1448-1469
      Arsenopyrite crystal-chemical relations
      From Freiberg, Germany

      CELL PARAMETERS:   5.744000   5.675000   5.785000   90.00000   112.2800   90.00000
      SPACE GROUP: P-1
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                57.84          4.06        1.5932   -1  -2   3
                58.05          5.32        1.5879   -3  -2   1
                58.05          5.43        1.5879   -3   2   1
                58.46          1.05        1.5778   -2   3   1
                59.83          4.40        1.5446    0   3   2
                59.83          4.29        1.5446    0  -3   2
                59.86          2.44        1.5441   -2  -2   3
                59.86          2.83        1.5441   -2   2   3
                59.94          4.39        1.5422   -2   3   0
                59.94          4.26        1.5422    2   3   0
                60.10         12.49        1.5384   -3  -1   3
                60.10         12.90        1.5384   -3   1   3
                61.41          1.91        1.5088    0  -2   3
                61.41          2.02        1.5088    0   2   3
                62.47          1.44        1.4857   -2  -3   2
                62.47          1.55        1.4857   -2   3   2
                65.72          2.00        1.4199    0   4   0
                67.17          2.18        1.3927   -3  -2   3
                67.17          2.33        1.3927   -3   2   3
                67.34          1.39        1.3896   -2  -1   4
                67.34          1.19        1.3896   -2   1   4
                67.44          1.05        1.3877   -1  -1   4
                67.62          1.04        1.3844   -4   1   2
                67.62          1.06        1.3844   -4  -1   2
                70.06          6.17        1.3420    1  -2   3
                70.06          6.10        1.3420    1   2   3
                70.25          5.61        1.3389    3   2   1
                70.25          5.82        1.3389    3  -2   1
                70.44          1.64        1.3358    0   0   4
                72.52          1.27        1.3026   -4   1   3
                72.52          1.21        1.3026   -4  -1   3
                72.86          2.23        1.2972    0   3   3
                72.86          2.13        1.2972    0  -3   3
                73.03          1.64        1.2946    4   1   0
                73.03          1.40        1.2946   -4   1   0
                74.04          1.21        1.2795   -2  -2   4
                74.04          1.09        1.2795   -2   2   4
                74.32          1.85        1.2754   -4  -2   2
                74.32          1.64        1.2754   -4   2   2
                74.49          1.12        1.2729   -4  -2   1
                74.49          1.34        1.2729   -4   2   1
                78.19          7.96        1.2216   -2   4   2
                78.19          7.92        1.2216   -2  -4   2
                79.55          1.02        1.2042    4   2   0
                79.99          2.36        1.1986   -4   0   4
                80.49          2.63        1.1924    1   0   4
                80.97          1.05        1.1866    1   3   3
                80.97          1.12        1.1866    1  -3   3
                81.15          2.16        1.1844    3   3   1
                81.15          2.17        1.1844    3  -3   1
                82.12          1.62        1.1728   -4   1   4
                82.12          1.87        1.1728   -4  -1   4
                82.95          1.98        1.1631    4  -1   1
                82.95          2.01        1.1631    4   1   1
                88.07          1.58        1.1082    3   4   0
                88.07          1.48        1.1082   -3   4   0
                88.37          1.64        1.1053   -1   5   1
                88.37          1.65        1.1053   -1  -5   1
                88.37          1.65        1.1053   -1  -5   1
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
