      Actinolite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060041
      Evans B W, Yang H
      American Mineralogist 83 (1998) 458-475
      Fe-Mg order-disorder in tremolite-actinolite-ferro-actinolite at ambient
      and high temperature
      Sample: C80, NMNH 168215, from Goose Creek Quarry, Leesburg, Virginia,
      in an alteration of hornblende, after heating at 700 C

      CELL PARAMETERS:   9.866000   18.09800   5.284000   90.00000   104.7700   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                63.02          3.15        1.4745    4   4   2
                63.15          1.04        1.4719    1   5   3
                63.17          1.76        1.4715    2   2   3
                63.24          1.05        1.4700    3   7   2
                63.54          4.69        1.4638    3  11   0
                63.86          2.76        1.4572   -6   4   2
                63.95          3.07        1.4554   -1   7   3
                64.06          1.09        1.4531   -3  11   1
                64.53         29.37        1.4437   -6   6   1
                64.51          1.46        1.4440    4  10   0
                65.19          1.82        1.4306   -5   3   3
                68.53         11.70        1.3687    5   1   2
                68.79          4.78        1.3643   -5   5   3
                69.00          2.84        1.3606    7   1   0
                69.89          7.55        1.3454    1  11   2
                70.21          4.39        1.3401   -3  11   2
                70.30          2.54        1.3386    5   3   2
                70.37          5.46        1.3373    2   6   3
                71.08          2.09        1.3258   -5   9   2
                71.12          1.04        1.3252   -1   9   3
                71.76          8.27        1.3149   -7   5   1
                72.07          6.11        1.3100   -1   1   4
                72.63          4.73        1.3012    0  12   2
                72.79         13.61        1.2988   -2  12   2
                72.92          1.19        1.2968   -3   9   3
                73.63          1.87        1.2859    6   6   1
                73.80          1.68        1.2834   -1   3   4
                74.03          3.48        1.2800    0   0   4
                74.11          1.06        1.2788   -3   3   4
                74.66          5.17        1.2708   -4   0   4
                76.92          1.06        1.2390   -7   7   1
                77.33          1.82        1.2334   -2  14   1
                78.36          1.02        1.2198    6   0   2
                79.64          8.87        1.2034   -5  11   2
                80.39          2.30        1.1939    8   0   0
                82.78          1.29        1.1655   -8   4   2
                82.87          4.50        1.1644    2   0   4
                83.31          1.05        1.1594    1  15   1
                83.98          1.46        1.1518    2  10   3
                86.01          2.63        1.1298    7   9   0
                87.19          1.10        1.1174    5   3   3
                87.39          1.76        1.1154   -6   4   4
                87.87          1.04        1.1105   -7   7   3
                88.28          1.20        1.1064    0  16   1
                89.65          1.71        1.0930    3   1   4
                89.65          1.71        1.0930    3   1   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

