      Paragonite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R050447
      Lin C Y, Bailey S W
      American Mineralogist 69 (1984) 122-127
      The crystal structure of paragonite-2M1

      CELL PARAMETERS:   5.128000   8.898000   19.28700   90.00000   94.35000   90.00000
      SPACE GROUP: C2/c
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                72.30         14.25        1.3054   -1   3  13
                72.59          3.52        1.3010    0   4  12
                73.37          1.15        1.2890    1   1  14
                73.91          1.53        1.2809   -2   6   1
                73.95          1.52        1.2803    2   6   0
                74.12          2.32        1.2779   -4   0   2
                74.27          1.94        1.2756    4   0   0
                74.26         10.31        1.2758   -2   6   2
                74.49          1.25        1.2725   -2   2  13
                75.07          4.48        1.2641    3   3   7
                75.28          1.94        1.2610    0   6   8
                75.28          3.39        1.2610    1   3  13
                75.94          4.31        1.2517    4   0   2
                75.66          1.06        1.2556   -3   3   9
                75.57          1.20        1.2569   -1   1  15
                76.08          3.36        1.2498   -2   6   4
                75.81          1.40        1.2535   -2   0  14
                77.51          4.99        1.2302   -1   7   1
                77.56          1.51        1.2295   -4   2   1
                77.33          1.59        1.2326    0   4  13
                77.67          1.22        1.2280   -4   2   2
                77.72          1.01        1.2275   -3   5   2
                77.82          1.27        1.2260    4   2   0
                77.88          4.16        1.2252    2   6   4
                78.31          3.19        1.2196   -3   5   3
                78.34          2.08        1.2193   -4   0   6
                79.06          2.40        1.2099    3   5   2
                79.45          1.99        1.2049    1   7   3
                79.52          1.87        1.2041    0   0  16
                80.25          1.67        1.1950   -4   2   5
                80.36          2.49        1.1937    2   2  13
                80.85          1.13        1.1877    4   2   3
                80.87          1.77        1.1874    1   7   4
                80.62          1.45        1.1905   -2   4  12
                81.73          1.87        1.1771    3   3   9
                81.96          2.32        1.1743    3   5   4
                82.01          2.44        1.1737    0   6  10
                82.59          1.42        1.1670    4   2   4
                82.64          1.33        1.1663    1   7   5
                82.46          3.35        1.1685   -3   3  11
                82.83          1.97        1.1642    3   1  11
                83.80          2.57        1.1532   -4   2   7
                84.11          1.36        1.1497   -2   6   8
                84.48          2.06        1.1456   -2   2  15
                85.73          1.55        1.1320   -1   7   7
                87.65          1.15        1.1122    2   6   8
                88.11          1.21        1.1075   -4   4   2
                89.72          3.49        1.0918    4   0   8
                89.72          3.49        1.0918    4   0   8
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
