      Tremolite
Diffraction data computed using the structure from the paper listed below,
along with the cell parameters refined from the powder pattern for R060044
      Oberti R, Ungaretti L, Cannillo E, Hawthorne F C, Memmi I
      European Journal of Mineralogy 7 (1995) 1049-1063
      Temperature-dependent Al order-disorder in the
      tetrahedral double chain of C2/m amphiboles
      Sample: S(1)

      CELL PARAMETERS:   9.860000   18.11800   5.285000   90.00000   104.5700   90.00000
      SPACE GROUP: C2/m
      X-RAY WAVELENGTH:     1.541838
               2-THETA      INTENSITY    D-SPACING   H   K   L
                48.91          3.30        1.8613   -4   4   2
                49.67          4.39        1.8345    5   3   0
                50.07          1.85        1.8208    0  10   0
                51.66          4.88        1.7684   -5   1   2
                52.63          1.29        1.7379   -5   5   1
                52.83          1.44        1.7319   -3   7   2
                53.34          1.78        1.7167    0  10   1
                53.72          1.43        1.7054    0   8   2
                53.85          6.83        1.7014   -2   8   2
                53.90          6.94        1.7000   -1   3   3
                54.35          5.69        1.6871    0   2   3
                55.12         23.44        1.6651    4   6   1
                55.55          6.71        1.6533    4   8   0
                56.37         11.33        1.6313    1  11   0
                57.42          3.44        1.6038    6   0   0
                57.87         20.20        1.5926   -1   5   3
                58.59          1.03        1.5746    2  10   1
                58.60          1.19        1.5743   -5   7   1
                58.86          4.17        1.5679    4   0   2
                59.50          9.28        1.5528   -6   0   2
                60.43          3.85        1.5308    1   9   2
                60.59         17.77        1.5274   -2   6   3
                61.03          9.23        1.5173    0  12   0
                61.09          4.45        1.5160    5   5   1
                60.96          2.29        1.5190   -4   8   2
                62.63          3.67        1.4824    4   4   2
                62.55          1.37        1.4841   -2  10   2
                62.77          1.44        1.4794    2   2   3
                62.87          1.20        1.4773    3   7   2
                63.17          3.50        1.4709    3  11   0
                63.24          3.01        1.4696   -6   4   2
                63.51          2.87        1.4638   -1   7   3
                63.67          1.03        1.4607   -3  11   1
                63.97         25.58        1.4545   -6   6   1
                64.55          1.50        1.4428   -5   3   3
                66.09          1.26        1.4129    6   2   1
                68.07         10.32        1.3765    5   1   2
                68.13          4.09        1.3754   -5   5   3
                68.39          2.43        1.3708    7   1   0
                69.50          6.21        1.3516    1  11   2
                69.54          1.03        1.3510   -1  13   1
                69.83          2.38        1.3461    5   3   2
                69.73          3.43        1.3477   -3  11   2
                69.94          4.50        1.3442    2   6   3
                70.49          1.98        1.3350   -5   9   2
                71.10          7.05        1.3251   -7   5   1
                71.52          5.36        1.3184   -1   1   4
                71.98          1.15        1.3110    6   8   0
                72.22          6.00        1.3073    0  12   2
                72.33         12.51        1.3055   -2  12   2
                72.36          1.38        1.3050   -3   9   3
                73.10          2.61        1.2937    6   6   1
                73.24          1.46        1.2916   -1   3   4
                73.50          3.03        1.2876    0   0   4
                73.47          1.13        1.2881   -3   3   4
                73.95          4.44        1.2809   -4   0   4
                76.72          1.16        1.2414    4   2   3
                76.89          1.43        1.2391   -2  14   1
                79.00          7.43        1.2111   -5  11   2
                79.65          1.78        1.2029    8   0   0
                82.30          3.70        1.1708    2   0   4
                81.90          1.32        1.1754   -8   4   2
                82.85          1.07        1.1644    1  15   1
                83.39          1.43        1.1582    4   6   3
                83.46          1.19        1.1574    2  10   3
                85.30          2.49        1.1370    7   9   0
                86.47          1.51        1.1247   -6   4   4
                86.96          1.08        1.1196   -7   7   3
                89.03          1.39        1.0989    3   1   4
                89.03          1.39        1.0989    3   1   4
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.

